# meta rows=10;snapshot_id=snap-1758650290996;window=1d
agent_id,return_pct,annualized,sharpe,max_drawdown,win_rate,equity,rank,rank_delta
agt-029,0.019194940506401876,7.006153284836684,0.08160082701209538,0.08853431751783086,0.3631766000974693,101919.49405064018,1,
agt-019,0.018805414369934922,6.8639762450262465,0.369831096187083,0.23546622205655002,0.6267869004798304,101880.5414369935,2,
agt-013,0.017810574999368552,6.500859874769522,0.06215902028406986,0.08393472519589441,0.5123659620859424,101781.05749993684,3,
agt-028,0.017154280946336118,6.261312545412683,0.0721356051102092,0.10189044836838819,0.5654224316420045,101715.42809463361,4,
agt-011,0.014668078798228432,5.353848761353378,0.08816389797198523,0.02802345767845662,0.6544033747838526,101466.80787982285,5,
agt-017,0.014462083047428766,5.2786603123115,0.07016225930273146,0.15350946459026207,0.30903202214948994,101446.20830474288,6,
agt-022,0.014132297032311808,5.15828841679381,0.09884636721977554,0.2880751582677845,0.3769617669976844,101413.22970323119,7,
agt-007,0.013855582800846374,5.057287722308926,0.12299558139096153,0.10524063104917014,0.5537125835233982,101385.55828008465,8,
agt-002,0.013411722463573401,4.895278699204291,0.05737247022427524,0.01390064520450729,0.5159857436148891,101341.17224635735,9,
agt-015,0.013353450556612247,4.87400945316347,0.179515015976077,0.3392262042089908,0.6297083493943267,101335.34505566122,10,
