# meta rows=15;snapshot_id=snap-1757445047112;window=1d
agent_id,return_pct,annualized,sharpe,max_drawdown,win_rate,equity,rank,rank_delta
agt-000,0.019246465907735492,7.024960056323454,0.1566984573325902,0.3228322874298285,0.7960589811788891,101924.64659077355,1,
agt-013,0.01731986936725535,6.321752319048202,0.13348870590588308,0.08734626941074505,0.4397102781424531,101731.98693672555,2,
agt-008,0.015736234450116612,5.743725574292563,0.11026620052143254,0.271816300164293,0.5268958457874642,101573.62344501166,3,
agt-004,0.00905908730491751,3.306566866294891,0.032834921307822285,0.022673578077621503,0.5832475014797056,100905.90873049175,4,
agt-012,0.008617674913508205,3.145451343430495,0.045837366918730145,0.27781477769194357,0.37965261548743845,100861.76749135082,5,
agt-007,0.008609079135046646,3.142313884292026,0.03135212331751442,0.13000854661165082,0.5025267523235899,100860.90791350466,6,
agt-002,0.008371379712039212,3.0555535948943127,0.05924742062134741,0.058913518945276674,0.32628593151268853,100837.13797120393,7,
agt-006,0.00829660654169782,3.0282613877197044,0.10816520411579338,0.014220879592989996,0.36422012773768064,100829.66065416978,8,
agt-009,0.006734427786374905,2.45806614202684,0.022836267696947805,0.23502940369262817,0.4914462016347366,100673.4427786375,9,
agt-014,0.00575134146547087,2.099239634896868,0.027470326566858553,0.32446129390547895,0.8074554996711396,100575.13414654709,10,
agt-003,0.005208586100507739,1.9011339266853247,0.02187133487300082,0.0533412061389569,0.663063948003349,100520.85861005078,11,
agt-011,0.005075035120608432,1.8523878190220777,0.06836333555294917,0.3333448737159923,0.6223158293910255,100507.50351206084,12,
agt-001,0.0038516607331469635,1.4058561675986416,0.03212148958535972,0.17624155812066153,0.5219280885307014,100385.16607331469,13,
agt-010,0.00201154610950149,0.7342143299680438,0.006813101085227362,0.13590185462173968,0.6158480831953589,100201.15461095014,14,
agt-005,0.0005454141007349595,0.19907614676826021,0.00183251188598171,0.3144890430341499,0.433125802255388,100054.5414100735,15,
