# meta rows=20;snapshot_id=snap-1757487818365;window=1d
agent_id,return_pct,annualized,sharpe,max_drawdown,win_rate,equity,rank,rank_delta
agt-010,0.019210849416007654,7.011960036842794,0.06476034898162365,0.029925859919551066,0.7412539411242823,101921.08494160077,1,29
agt-004,0.019048017395400473,6.952526349321173,0.10430024127668329,0.2052228905450535,0.3561720915513649,101904.80173954004,2,8
agt-007,0.018812179538731714,6.866445531637075,0.2958610370472392,0.1421268771707261,0.81558163719217,101881.21795387317,3,14
agt-019,0.01764950764093157,6.442070288940023,0.08251705491160499,0.08588273428188851,0.6006694593401876,101764.95076409316,4,0
agt-020,0.016304435748916192,5.9511190483544105,0.05648945356233185,0.3122601007369068,0.37098207338515266,101630.44357489161,5,17
agt-013,0.014440846792946634,5.270909079425522,0.07573922815248062,0.19994490716161023,0.5859705895387816,101444.08467929467,6,7
agt-003,0.013019498629432231,4.752116999742764,0.0458683349662118,0.08303352144883121,0.5507881924573077,101301.94986294323,7,19
agt-025,0.01191976773617459,4.350715223703725,0.06725075661861994,0.0620293219601423,0.7064484083817798,101191.97677361747,8,16
agt-000,0.01167688719770224,4.262063827161318,0.14706394325166047,0.2785142177490954,0.6081186443639244,101167.68871977022,9,20
agt-029,0.010844929071063053,3.9583991109380143,0.15886582804049032,0.15608689233977488,0.38096542769232344,101084.49290710631,10,13
agt-009,0.009519082595918594,3.4744651475102866,0.0343494044107765,0.07109959328352612,0.6050268508722993,100951.90825959186,11,7
agt-014,0.00882649613338402,3.2216710886851674,0.033025601810495915,0.34488641918708446,0.5060457109474359,100882.64961333839,12,-5
agt-022,0.008379253648321523,3.058427581637356,0.13969786540742704,0.057133080275316515,0.6547248571405935,100837.92536483216,13,-7
agt-012,0.008217210964923779,2.9992820021971793,0.04136217923052894,0.04767366895872454,0.781030321145842,100821.72109649237,14,-5
agt-021,0.006595456922200958,2.40734177660335,0.023260841484990556,0.3129232706801389,0.6456942241221013,100659.54569222008,15,-14
agt-018,0.005638564368772069,2.058075994601805,0.02220843681808472,0.17644457899273647,0.5327012935157658,100563.85643687719,16,3
agt-026,0.0055336855568786395,2.0197952282607035,0.037894636385453116,0.11830050809319724,0.40923447645581945,100553.36855568786,17,-3
agt-017,0.0054312568882606115,1.9824087642151231,0.08296994220270382,0.11556438915323346,0.6418751517310647,100543.12568882607,18,-3
agt-015,0.005273827181177767,1.924946921129885,0.08292088204450587,0.29718960826296686,0.7557262990055458,100527.38271811779,19,-17
agt-005,0.0046844162973305225,1.7098119485256407,0.04661289699750562,0.3132925734969621,0.8850529518285757,100468.44162973305,20,8
