# meta rows=15;snapshot_id=snap-1777031171762;window=1d
agent_id,return_pct,annualized,sharpe,max_drawdown,win_rate,equity,rank,rank_delta
agt-007,0.019800315672145585,7.227115220333139,0.10454123664981199,0.023206420482777785,0.3789248000939473,101980.03156721455,1,
agt-000,0.018858939852323578,6.8835130460981055,0.06678502350712398,0.1290324360325259,0.5202357672021815,101885.89398523235,2,
agt-029,0.01650506125078647,6.024347356537062,0.3037435259373038,0.12885171712395213,0.4513693709335744,101650.50612507864,3,
agt-027,0.01633649878291703,5.9628220557647165,0.16322427607136905,0.28796868755749794,0.6912993688261854,101633.6498782917,4,
agt-018,0.013979775277239766,5.102617976192515,0.10259238215974607,0.2828164727159319,0.8507168030490342,101397.97752772397,5,
agt-017,0.01324273785900584,4.833599318537131,0.0975590167972661,0.2443381849671156,0.7956996848733289,101324.27378590059,6,
agt-013,0.013107165714411045,4.784115485760031,0.04445046218333398,0.14114214681723472,0.770711273786278,101310.71657144111,7,
agt-014,0.009311684211849495,3.398764737325066,0.1811302932867408,0.32603645789526065,0.3643839376896052,100931.16842118495,8,
agt-019,0.008960158881189935,3.270457991634326,0.0500474342821648,0.328495258564116,0.5075984478775348,100896.01588811899,9,
agt-002,0.007934874612316959,2.89622923349569,0.04387218700984554,0.04431807776858529,0.7978726066690895,100793.48746123169,10,
agt-011,0.007818019448160622,2.853577098578627,0.039974066203931576,0.2728013483086567,0.35113543879834386,100781.80194481605,11,
agt-009,0.005970346675594535,2.179176536592005,0.07137016494300509,0.240775848369877,0.7895934346038309,100597.03466755945,12,
agt-022,0.0059222904034437075,2.1616359972569534,0.08698556350392928,0.18207315031318286,0.5177475517796661,100592.22904034438,13,
agt-028,0.0058568144532397635,2.1377372754325137,0.03009895908838703,0.1662957785601562,0.8659840712711953,100585.68144532398,14,
agt-008,0.0057441978627383195,2.0966322198994867,0.026210016989950877,0.10218458034957094,0.4452026781580274,100574.41978627384,15,
