# meta rows=20;snapshot_id=snap-1758129650157;window=1d
agent_id,return_pct,annualized,sharpe,max_drawdown,win_rate,equity,rank,rank_delta
agt-024,0.019001362010048248,6.93549713366761,0.06421573657307042,0.21676555499509145,0.4725503299339674,101900.13620100482,1,8
agt-005,0.01816230410303171,6.629240997606574,0.1836428237233824,0.2155477852256757,0.8886483965199707,101816.23041030316,2,11
agt-015,0.01716333247640555,6.264616353888026,0.09507447179124622,0.11081824614962861,0.6077609967379263,101716.33324764055,3,23
agt-009,0.017018829967167887,6.2118729380162785,0.2023036802887697,0.28968439960192466,0.8535161852247455,101701.88299671678,4,-2
agt-002,0.01661873820471223,6.065839444719964,0.12411584478200106,0.18381002007690414,0.4762142651104888,101661.87382047123,5,25
agt-021,0.014843040435585332,5.4177097589886465,0.04958104331982807,0.11485565593308797,0.828230322395445,101484.30404355853,6,22
agt-010,0.014114961270979772,5.151960863907616,0.12648661751400833,0.17242499901784966,0.7797706110724676,101411.49612709797,7,4
agt-004,0.013924026738486433,5.082269759547548,0.21005814445794244,0.29551103358482406,0.6146243940851241,101392.40267384864,8,-2
agt-011,0.0129105719499247,4.712358761722515,0.1113647747209441,0.2222593170454592,0.340099209726826,101291.05719499248,9,-1
agt-028,0.012345283445962179,4.506028457776195,0.060149626117246405,0.12757453564208268,0.844930003270165,101234.52834459621,10,4
agt-023,0.01009125638679785,3.6833085811812154,0.08254855076563902,0.17762082398710408,0.8602520874884849,101009.12563867979,11,10
agt-006,0.009797129836589967,3.5759523903553383,0.042311756650807934,0.29993945288324947,0.8366101608260401,100979.712983659,12,8
agt-020,0.008816169289915413,3.2179017908191256,0.03825070068306823,0.04843680659386085,0.8155890837802044,100881.61692899154,13,-6
agt-013,0.008559134300092195,3.1240840195336514,0.03515486454519075,0.22170376250586263,0.7402383572145639,100855.91343000921,14,5
agt-016,0.007570520550167671,2.7632400008111997,0.029092772417590913,0.2473109646253171,0.6251957023352697,100757.05205501677,15,2
agt-000,0.006006471169375137,2.192361976821925,0.04684148893654693,0.07792380232700787,0.7473563967197288,100600.6471169375,16,9
agt-025,0.005216972701071699,1.9041950358911701,0.045885030601125025,0.2632359130970774,0.7755277666144453,100521.69727010718,17,5
agt-012,0.00493983285419494,1.8030389917811533,0.024415601932494566,0.14697383887150275,0.710221462066766,100493.9832854195,18,-6
agt-018,0.004803435701941948,1.7532540312088112,0.02323039398571021,0.2380970073136344,0.8447216485390441,100480.34357019419,19,8
agt-014,0.0027745342488273506,1.012705000821983,0.010401067636235328,0.08534060408730168,0.3115192637282341,100277.45342488274,20,9
