# meta rows=20;snapshot_id=snap-1777031172334;window=1d
agent_id,return_pct,annualized,sharpe,max_drawdown,win_rate,equity,rank,rank_delta
agt-020,0.018687716877847853,6.821016660414466,0.07531642572235007,0.04984660270651472,0.585630173091418,101868.77168778479,1,22
agt-019,0.017841236326979266,6.512051259347432,0.11331236026458362,0.32260986474720876,0.7602620073608277,101784.12363269793,2,11
agt-018,0.01778590052409459,6.4918536912945255,0.061022115768920346,0.2889412216067159,0.8695787479625665,101778.59005240946,3,-2
agt-001,0.017190506331895405,6.274534811141823,0.3274922257707891,0.05384494352508569,0.5965107123276525,101719.05063318953,4,11
agt-008,0.016874387750420456,6.159151528903466,0.11895823794810131,0.24273111475466277,0.833787233737503,101687.43877504204,5,2
agt-014,0.015077495239686756,5.503285762485666,0.06670136668073401,0.11059002566699123,0.4256801382936116,101507.74952396868,6,19
agt-002,0.014827962582118034,5.412206342473082,0.06989788088062081,0.2552727075510933,0.43348869776877724,101482.79625821179,7,10
agt-004,0.014534395377186007,5.305054312672892,0.18604746031336905,0.19283107720056222,0.8522063266769584,101453.43953771859,8,-6
agt-029,0.013480058779785802,4.920221454621817,0.07939676451067687,0.26626455373445945,0.35083488012568315,101348.00587797859,9,0
agt-027,0.012981846293821452,4.73837389724483,0.055915935222536226,0.23748048255456253,0.8840143036307608,101298.18462938214,10,0
agt-022,0.01157282510584999,4.224081163635247,0.07305245071819315,0.3127057622733468,0.7280269334411382,101157.282510585,11,19
agt-025,0.011015469323674237,4.020646303141096,0.05501683430913041,0.108299630876763,0.5189763542303774,101101.54693236742,12,9
agt-021,0.00945533600070476,3.4511976402572375,0.10281625982032254,0.24147650160704343,0.631849750337251,100945.53360007048,13,16
agt-024,0.009330878762790876,3.4057707484186697,0.05695845411258835,0.13472456580691192,0.4327356207368469,100933.08787627908,14,6
agt-010,0.008635871252042493,3.1520930069955098,0.07515830795670216,0.13749387719664838,0.5702554135042196,100863.58712520424,15,-9
agt-012,0.008423562034328655,3.074600142529959,0.042470590569953635,0.07991716812473772,0.6752747675286057,100842.35620343286,16,-2
agt-028,0.0075765535442080395,2.7654420436359346,0.03254923560067357,0.2309360284741213,0.7298125799759756,100757.6553544208,17,7
agt-007,0.007168835640692962,2.6166250088529313,0.03533446784512074,0.08879968882524764,0.5776845299365927,100716.8835640693,18,-6
agt-006,0.005594387855141873,2.041951567126784,0.03202854425731472,0.16838813136229905,0.8818650731096929,100559.43878551418,19,-16
agt-011,0.005217824073165046,1.904505786705242,0.019958320782100292,0.24239333672806482,0.641576437972686,100521.78240731651,20,-15
