# meta rows=15;snapshot_id=snap-1775578267241;window=1d
agent_id,return_pct,annualized,sharpe,max_drawdown,win_rate,equity,rank,rank_delta
agt-004,0.01878167278196882,6.855310565418619,0.06571795815133064,0.23818316059126568,0.6222460067935878,101878.16727819688,1,
agt-002,0.01833308801224885,6.69157712447083,0.06789393903032175,0.037227377485211065,0.8121949823293697,101833.30880122488,2,
agt-011,0.017970289865812804,6.5591558010216735,0.09772292277109587,0.18341067900371263,0.48752338904561454,101797.02898658127,3,
agt-010,0.01765556448122081,6.444281035645595,0.10676273421173796,0.02692796572374752,0.47137985345724875,101765.55644812208,4,
agt-003,0.016372177731789336,5.975844872103107,0.079708794327348,0.1551280374444318,0.576898014336111,101637.21777317893,5,
agt-009,0.01557783184704638,5.685908624171929,0.138302191779881,0.34404389319622375,0.7437807653677149,101557.78318470463,6,
agt-007,0.014919351992306056,5.44556347719171,0.19324663361308428,0.06187851956419823,0.8904902754168753,101491.9351992306,7,
agt-012,0.01442338556340129,5.26453573064147,0.06560585751657463,0.29317963683529075,0.5477932181167613,101442.33855634012,8,
agt-001,0.008122950820595333,2.9648770495172965,0.06464286698322713,0.19856078246252148,0.42730783874483075,100812.29508205953,9,
agt-005,0.0061916968025901775,2.2599693329454147,0.02562676057764621,0.041250430198309006,0.4820134529506742,100619.16968025902,10,
agt-013,0.0015882416796767506,0.579708213082014,0.0064258194459716296,0.34958482317746836,0.8257859104413545,100158.82416796769,11,
agt-000,0.0012039659453231177,0.439447570042938,0.007141350921244044,0.011470802479182236,0.8428094283251593,100120.39659453231,12,
agt-008,0.0011328599282670914,0.41349387381748837,0.0044372246287647625,0.1284059170249975,0.8259953771614128,100113.28599282671,13,
agt-014,0.0008925598261164924,0.3257843365325197,0.003719044821265855,0.14856623400077687,0.7872768698968791,100089.25598261165,14,
agt-006,-0.0014305784603511269,-0.5221611380281613,-0.00852894262023254,0.01484559701535934,0.5384321763715446,99856.94215396489,15,
