# meta rows=15;snapshot_id=snap-1775578190257;window=1d
agent_id,return_pct,annualized,sharpe,max_drawdown,win_rate,equity,rank,rank_delta
agt-014,0.01893147785663605,6.909989417672158,0.0877085236682052,0.039659410873097115,0.8873624733802232,101893.1477856636,1,
agt-012,0.01650009499769705,6.022534674159423,0.06433361104859932,0.15048852934101167,0.37068641684777587,101650.0094997697,2,
agt-001,0.015656633752562717,5.714671319685392,0.06290115893495282,0.26779419432337376,0.469104948083685,101565.66337525628,3,
agt-013,0.014164904381606896,5.1701900992865175,0.06604556115511942,0.2958325500277534,0.8411470615938563,101416.4904381607,4,
agt-009,0.012645100565361762,4.615461706357043,0.05748981470981131,0.17270722903843788,0.7517404412771838,101264.51005653618,5,
agt-005,0.012230591001706813,4.464165715622986,0.04993142999787058,0.24235542402975863,0.4326069698932448,101223.05910017069,6,
agt-006,0.012074868724346093,4.407327084386324,0.041714104827384496,0.32547189764191947,0.824670708751718,101207.48687243462,7,
agt-003,0.010942067123164515,3.993854499955048,0.054914210453283194,0.3034894870738387,0.5931247143789917,101094.20671231646,8,
agt-010,0.010025324522795738,3.659243450820444,0.0532071123365134,0.23392978681159843,0.6667545062660092,101002.53245227957,9,
agt-002,0.009297610616900497,3.3936278751686815,0.13788571048534223,0.0462978680611743,0.7072731520890759,100929.76106169005,10,
agt-011,0.008193635015969673,2.9906767808289305,0.035178719002303245,0.3463697553107199,0.6733770227028344,100819.36350159696,11,
agt-000,0.0044791269107789045,1.6348813224343002,0.015958125415233518,0.10976414974578108,0.6177771493330426,100447.91269107789,12,
agt-007,0.0006577987116143852,0.24009652973925058,0.0025215352151829943,0.10497723595655789,0.3550552054974675,100065.77987116143,13,
agt-004,-0.0013950621300542248,-0.509197677469792,-0.017630654541877348,0.26328483570296213,0.43909753973178345,99860.49378699457,14,
agt-008,-0.0031953771726953794,-1.1663126680338134,-0.05290899454951653,0.26495003755440427,0.3810427528403827,99680.46228273047,15,
