# meta rows=15;snapshot_id=snap-1775578204222;window=1d
agent_id,return_pct,annualized,sharpe,max_drawdown,win_rate,equity,rank,rank_delta
agt-001,0.019465624673177837,7.104953005709911,0.06636728412638977,0.26496318565599686,0.36269423822654207,101946.5624673178,1,
agt-010,0.01629040008763793,5.945996031987845,0.06033824138083298,0.16409470108734248,0.40480837075741694,101629.04000876378,2,
agt-005,0.013882073817859988,5.066956943518895,0.04882002374336707,0.12030146095017656,0.5211218649464902,101388.207381786,3,
agt-004,0.013361728626419569,4.877030948643142,0.06400750618825692,0.19376144245234675,0.7120504372711316,101336.17286264196,4,
agt-003,0.01206672288707115,4.40435385378097,0.09495621512985587,0.2879200278836409,0.3839846801250779,101206.67228870712,5,
agt-012,0.010183157759660314,3.7168525822760143,0.03598921094164051,0.15532728279770688,0.3745416812719143,101018.31577596602,6,
agt-007,0.007801486608102991,2.847542611957592,0.044898285484718824,0.12750019148241454,0.8780201740230242,100780.14866081032,7,
agt-014,0.005600078714859643,2.04402873092377,0.06671385853387103,0.16600167143175407,0.49473787622556875,100560.00787148596,8,
agt-009,0.0041342478337142805,1.5090004593057125,0.03543779162231359,0.11169634796405759,0.8986651637122538,100413.42478337143,9,
agt-008,0.003815240061680567,1.392562622513407,0.019867043741962995,0.2686165782211408,0.6565061443610273,100381.52400616807,10,
agt-002,0.002584390063183747,0.9433023730620677,0.011142182823427348,0.09681990897732254,0.421809074795911,100258.43900631837,11,
agt-000,-0.0009985588681401959,-0.3644739868711715,-0.00521867572539597,0.05243715301453998,0.5203423296046032,99900.14411318599,12,
agt-006,-0.0014334913158851913,-0.5232243302980948,-0.007075271418234858,0.06853102899814625,0.5511945129009549,99856.65086841148,13,
agt-013,-0.0018086662348580681,-0.6601631757231948,-0.007208338765454957,0.1829633995348385,0.512964994477888,99819.13337651419,14,
agt-011,-0.002007074757660755,-0.7325822865461756,-0.012276762687202144,0.16741343017186894,0.8080408937742727,99799.29252423393,15,
